	text	provenance	civic	domestic	green	industrial	inspired	market	project	renown
3063	the transformation is likened to the systemic transformations of the past including the rail transport and information technology revolutions that both fundamentally altered the way things are produced distributed and consumed and generated substantial economic growth by creating a platform for new innovations business models and value creation in the process.	pdf	0	0	1	0	0	0	0	0
3064	the transition to a green economy benefits challenges and risks from a sustainable development perspective.	pdf	0	0	1	0	0	0	0	0
3065	the uk government propose a four point vision for what a green economy looks like in the uk.	pdf	0	0	1	0	0	0	0	0
3066	the uk low carbon transition plan hm government this white paper sets out the uk s transition plan for building a low carbon uk as part of the government s five point plan to tackle climate change cutting emissions maintaining secure energy supplies maximising economic opportunities and protecting the most vulnerable.	pdf	0	0	1	0	0	0	0	0
3067	the uk low carbon transition plan national strategy for climate and energy.	pdf	0	0	1	0	0	0	0	0
3068	the uk will be less reliant on fossil fuels whilst maintaining secure supplies of energy and other natural resources.	pdf	0	0	1	0	0	0	0	0
3069	the uk will be well placed to take advantage of the expanding market for green goods and services.	pdf	0	0	1	0	0	0	0	0
3070	there appears to be some success of relative decoupling where resource intensity per unit growth falls in developing countries but resource consumption in these economies is steeply on the rise.	pdf	0	0	1	0	0	0	0	0
3071	there is also an emerging international practice as national governments in all regions adopt what could be classified as green economy policies with some countries taking a leading role in developing overarching national green economy strategies that integrate with long term development strategies.	pdf	0	0	1	0	0	0	0	0
3072	there is no internationally agreed definition of green economy and at least eight separate definitions were identified in recent publications see appendix.	pdf	0	0	1	0	0	0	0	0
3073	these are as follows identification of key stakeholders and establishment of participatory planning and coordination frameworks generation of climate change profiles and vulnerability scenarios identification and prioritisation of mitigation and adaptation options assessment of financing requirements and development of low emission climate resilient roadmaps for project development policy instruments and financial flows.	pdf	0	0	1	0	0	0	0	0
3074	these are better and more efficient technologies policies and appropriate market signals that make the transition attractive and profitable and the special role of urban areas in forging innovations towards a sustainable economy.	pdf	0	0	1	0	0	0	0	0
3075	these are education the report states that education is one of the best weapons to fight poverty and inequality and can foster the attitudes and behaviours necessary for a new culture of sustainability.	pdf	0	0	1	0	0	0	0	0
3076	these are introduce a feed in tariff system to expand the renewable energy market use the future city initiative to promote the use of eco products and services and revitalise forestry and raise the self sufficiency ratio to over.	pdf	0	0	1	0	0	0	0	0
3077	these are renewable energy energy efficiency cleaner conventional energy technologies hydrogen fuel cells free and open markets green buildings the aviation sector water efficiency agriculture afforestation research development and financing.	pdf	0	0	1	0	0	0	0	0
3078	these are support for private investment in innovation notably r d and the commercialisation of green economies.	pdf	0	0	1	0	0	0	0	0
