,sentence,provenance,convention_civic,convention_domestic,convention_green,convention_industrial,convention_inspired,convention_market,convention_project,convention_renown
1638,"forms of justice in the projective city the elements of grammar we ha\\\'e just laid out clarify the principle of equivalence on which the projective city is based, and the way it can be employed to characterize persons and things, and to define the conditions of great man or little person.",sci_article,0,0,0,0,0,0,1,0
1639,"but we also know that in order to be robust in the face of critiques based on a sense of what is just, this specific order must be geared towards the common good, and submit to a certain number of constraints.",sci_article,0,0,0,0,0,0,1,0
1640,"we have already seen that great men are not only versatile, engaged and mobile themselves, but that they cause others to benefit from these qualities by striving to advance their employability at the same time as they develop their own.",sci_article,0,0,0,0,0,0,1,0
1641,"they do not keep what they garner via their connections for themselves, with the result that the good network remains open and expands continuously, to the maximum benefit of all.",sci_article,0,0,0,0,0,0,1,0
1642,"the <status relation> specifies precisely the nature of the relations between great and little people and, in particular, the way in which the <condition of great man>, because it contributes to the common good, contains the <condition of little person>.",sci_article,0,0,0,0,0,0,1,0
1643,"in the civic city, for example, it is via political representation that the great man, elected by universal suffrage, represents all the little people.",sci_article,0,0,0,0,0,0,1,0
1644,"redistribution of connections <status relation> putting in contact, redistributing information, integrating into networks, providing employability the relation between great man and little people is just when, in exchange for the trust that the little people place in them and their zeal for engaging in projects, great men enhance the value of the more humble, in order to increase their employability that is to say, their capacity, once one project is finished, to integrate themselves into another.",sci_article,0,0,0,0,0,0,1,0
1645,terminating a project without worrying about what becomes of those who have participated in it is unworthy of a great man.,sci_article,0,0,0,0,0,0,1,0
1646,"\'in place of the traditional contract, which guaranteed security, promotion and development, it is now appropriate to make an agreement that creates a sense of belonging, which helps the individual to maintain his ""employability"" or the value of his labour, and which exploits the various opportunities to learn while at work\' (aubrey, 1994).",sci_article,0,0,0,0,0,0,1,0
1647,"to that end, great men must redistribute the scarce goods they have access to in the first place, information (\'eliminating the restrictions that limit everyone\'s access to information\'[le saget, 1994]), and integration into networks, \'whose collective function is to support and enrich each member\'s assignment\' (aubrey, 1990).",sci_article,0,0,0,0,0,0,1,0
1648,"they must \'publiciz[e] people outside their own departments, and .",sci_article,0,0,0,0,0,0,1,0
1649,.,sci_article,0,0,0,0,0,0,1,0
1650,.,sci_article,0,0,0,0,0,0,1,0
1651,"[plug] people into organizational and professional networks\' (moss kanter, 1989).",sci_article,0,0,0,0,0,0,1,0
1652,"more generally, great men must inspire in others their own dynamism, and awaken them to themselves, by liberating \'their taste for thinking and acting with their talents\', by \'making them collaborators, authors\' (serieyx, 1993), and by helping them to publicize their results in such a way as to enhance their reputation.",sci_article,0,0,0,0,0,0,1,0
1653,we still have to clarify two elements that are crucial for the implementation of justice in a rhizomorphous world what the grammar we are employing calls the <formula of investment> as well as the <model test>.,sci_article,0,0,0,0,0,0,1,0
1654,"the <formula of investment> is a major condition for the city\'s harmony, for by linking access td the <condition of great man> to a sacrifice, it arranges things so that benefits are \'balanced\' by costs.",sci_article,0,0,0,0,0,0,1,0
1655,high status procures benefits for the person who accedes to that condition.,sci_article,0,0,0,0,0,0,1,0
1656,"but the customary sense of justice also has it that \'you can\'t win on all counts\': that people deserved access to high status on account of specific sacrifices which have, moreover, been of universal benefit or, more simply, useful to society as a whole.",sci_article,0,0,0,0,0,0,1,0
1657,"it is then just that someone who is so deserving, and who has done so much for the common good, should be recognized as great, and enjoy the advantages bound up with this condition.",sci_article,0,0,0,0,0,0,1,0
1658,"adaptability <formula of investment> being streamlined, flexibility, tolerance, renting\' in a projective city, access to the condition of great man presupposes sacrificing anything that might impede availability that is to say, the ability to engage in a new project.",sci_article,0,0,0,0,0,0,1,0
1659,"the great man renounces having a single project that lasts a lifetime (a vocation, a profession, a marriage, etc.",sci_article,0,0,0,0,0,0,1,0
1660,"), he is mobile, nothing must hamper his movements.",sci_article,0,0,0,0,0,0,1,0
1661,he is a \'nomad\'.,sci_article,0,0,0,0,0,0,1,0
1662,"in this sense, all the sacrifices that are made have the effect of enhancing the streamlined character of entities of persons, but also of things in order to favour their reorganization when the next project comes along.",sci_article,0,0,0,0,0,0,1,0
1663,"thus, \'the leaner organization that contracts out for services depends on the suppliers of those services and therefore benefits from close co operation \\\\\'ith them\' (moss kanter, 1990).",sci_article,0,0,0,0,0,0,1,0
1664,"the requirement to be streamlined first of all assumes renouncing stability, rootedness, attachment to the local, the security of longstanding links.",sci_article,0,0,0,0,0,0,1,0
1665,"when it comes to links, to invest effort is to give up what one already has for an uncertain alternative: not to shut oneself away in pre established links, so that one is available to tryout new connections that might fail.",sci_article,0,0,0,0,0,0,1,0
1666,"in the knowledge that time is limited, it is in fact advisable to carve out the time to forge links with different persons and universes, rather than always remaining in the same circle of people: \'being a pro means revising one\'s accessibility in quasi strategic fashion, time can\'t just be invented and so it is a question of making choices and daring to take decisions, a pro\'s appointments are handled with extreme care\' (bellenger, 1992).",sci_article,0,0,0,0,0,0,1,0
